HIVDeathRate,GDPLagK,GDPGrowthLag,OPENLag,POLITYLag,POLITYSQLag,InterstateWarLag,BatDeaths1000Lag
.3868472,24.121899,.76566714,64.561203,10,100,0,0
.38543072,24.515175,1.6303799,63.518291,10,100,0,0
.38008362,26.564205,3.4344869,67.165665,10,100,0,0
.18924269,27.12739,2.1200876,67.900848,10,100,0,0
.43122554,4.752275,-.11149523,193.40988,-8,64,0,0
.33763596,3.7991655,-20.055855,230.18849,-8,64,0,.2
.20788464,3.618731,-4.74932,153.51715,-7,49,0,.49000001
.14881782,3.9774342,9.9124022,179.08347,-7,49,0,.025
.2136225,3.2813423,-17.501026,142.47141,-7,49,0,.025
.1639424,3.885664,18.416903,118.32709,-7,49,0,0
.32766202,3.6795495,-5.3044829,113.17075,-6,36,0,0
.28003559,3.5957868,-2.2764392,135.57365,-6,36,0,0
.25172037,3.5781159,-.49143451,143.00667,-6,36,0,0
.43166032,5.0081296,.26414204,79.128601,2,4,0,0
.42290407,5.0576572,.98895621,76.862831,2,4,0,0
.41527718,4.9054084,-3.0102711,79.022858,2,4,0,0
.40815222,4.7838583,-2.477874,88.13369,2,4,0,0
.40111694,4.6653566,-2.4771152,93.434944,2,4,0,0
.39410812,4.7599778,2.028168,91.553749,2,4,0,0
.42598099,4.4005785,-7.5504436,107.99692,2,4,0,0
.11423643,5.0469608,3.0896254,58.39798,6,36,0,0
.19211105,4.7960882,-4.9707651,60.496349,6,36,0,0
.14660332,4.7687569,-.56987828,60.866482,6,36,0,0
.15537782,5.240006,9.8820143,62.995495,6,36,0,0
.17331412,5.5466118,5.8512535,63.187031,6,36,0,0
.20798539,5.6400595,1.6847676,65.994225,5,25,0,0
.22626752,5.7664442,2.2408404,67.659225,5,25,0,0
.26859507,6.0589867,5.0731926,66.628853,8,64,0,0
.30945224,6.4939041,7.1780562,70.853607,8,64,0,0
.34892097,6.9820385,7.5168076,73.850784,8,64,0,0
.38707939,7.2715402,4.1463714,71.898766,8,64,0,0
.41535014,7.5589328,3.9522955,73.844131,8,64,0,0
.47040138,7.6005011,.549923,68.555138,8,64,0,0
.49020898,7.9135942,4.1193719,65.961617,8,64,0,0
.51671541,7.496038,-5.2764397,66.923256,8,64,0,0
.48960495,7.4934306,-.034782927,68.880302,8,64,0,0
.43494141,8.1592646,8.88556,65.534668,8,64,0,0
.38324469,8.9680767,9.912816,61.519852,8,64,0,0
.19470625,4.9508786,-2.386585,41.018063,9,81,0,0
.19037355,4.882977,-1.3715,41.5546,9,81,0,0
.21936764,5.192059,1.8949581,50.370705,9,81,0,0
.21558622,5.1841617,-.15210712,54.065063,9,81,1,0
.21211578,5.1391277,-.86868149,51.300945,9,81,0,0
.41188893,5.2204051,-.26559323,54.045334,9,81,0,0
.27088061,4.8208671,-7.6533952,51.431545,9,81,0,0
.26739347,4.8939052,1.5150436,52.705265,6,36,0,0
.26411256,5.0522461,3.2354734,55.376842,6,36,0,0
.31320965,5.1970806,2.8667314,57.085056,6,36,0,0
.33546579,5.287406,1.7379956,56.466572,6,36,0,0
.33177671,5.5465202,4.9005942,59.69878,6,36,0,0
.35348192,5.7559342,3.7756007,62.662388,6,36,0,0
.34983608,5.8818307,2.1872401,65.560188,7,49,0,0
.19568796,4.099865,1.0494555,29.994041,6,36,0,6.8000002
.19221033,4.0199971,-1.9480538,33.797176,6,36,0,2
.094289958,4.1064272,2.1500089,33.623791,7,49,0,.5
.18487452,4.3463712,5.8431258,35.386765,7,49,0,0
.12078688,4.5598307,4.9112167,41.105949,7,49,0,0
.22195245,4.7687125,4.5809045,43.557766,7,49,0,0
.17403139,5.0268364,5.4128685,48.185921,7,49,0,0
.14216755,4.9532185,-1.4645056,47.318436,7,49,0,0
.23903333,5.0314755,1.5799365,55.415516,7,49,0,0
.23464547,5.135601,2.0694771,57.481441,7,49,0,0
.23059045,5.1821284,.90598214,58.343746,7,49,0,0
.23822573,5.1917911,.18645883,65.938316,7,49,0,0
.27376145,5.2176743,.49853683,66.044991,7,49,0,0
.30841893,5.2096977,-.15286933,66.977692,7,49,0,0
.34215286,5.2278752,.34891054,68.627678,7,49,0,0
.31866926,5.2182331,-.18443471,70.734215,7,49,0,0
.27727172,5.2880359,1.3376622,71.717415,7,49,0,0
.31007668,5.4167619,2.4342945,74.522522,7,49,0,0
.29437566,1.5352262,-5.1251974,32.628876,-7,49,0,0
.24020283,1.4023937,-8.6523066,36.256573,-7,49,0,0
.18778495,1.4805769,5.5749841,36.860249,-7,49,0,0
.28934428,1.5577024,5.2091494,40.838917,-7,49,0,0
.24378882,1.5879002,1.9386082,44.22934,-5,25,0,0
.33974051,5.9419007,17.51107,135.59062,-5,25,0,0
.31660816,,,,,,0,0
.15721734,,,,,,0,0
.15705787,,,,,,0,0
.12579034,.51155722,,60.509808,,,0,0
.19618523,.6085875,18.967636,99.22332,-6,36,0,0
.17289211,.70945215,16.573557,107.07429,-6,36,0,0
.27836943,.70651782,-.41360947,99.997452,-6,36,0,0
.27213052,.70620716,-.043963898,115.11098,-6,36,0,0
.24245089,.71147293,.7456302,117.98747,-6,36,0,.048
.28148848,.75400412,5.9779229,90.503281,-6,36,1,10
.3166593,.76781112,1.8311481,73.570335,-6,36,1,30.239
.36955461,.66802037,-12.996781,67.133705,-6,36,1,10
.39589202,.66732264,-.10444845,75.446274,-7,49,0,0
.43905371,.63406873,-4.9831853,84.553345,-7,49,0,0
.4593977,.61905009,-2.3686073,108.26671,-7,49,0,.057
.4418208,.58954298,-4.7665234,99.548775,-7,49,0,0
.39345878,.60333961,2.3402243,62.147881,-7,49,0,0
.4130719,.59853232,-.79677385,47.405205,-7,49,0,0
.092003688,11.090729,6.5943766,149.04567,9,81,0,0
.067164935,12.113195,9.2191172,142.52881,9,81,0,0
.06177422,13.173105,8.7500496,143.99693,9,81,0,0
.11429029,14.231622,8.0354309,155.62991,9,81,0,0
.28626865,15.798975,11.013174,166.93152,9,81,0,0
.28666875,17.214552,8.9599361,174.039,9,81,0,0
.11008006,.7997148,-7.314332,39.40654,-8,64,0,1
.11167968,.85994762,7.5317926,27.948978,-8,64,0,1
.1220478,.82234144,-4.3730812,31.223804,0,0,0,1
.13878852,.7209385,-12.331002,29.470335,0,0,0,0
.15733947,.78924507,9.4746704,31.826647,1,1,0,0
.18405631,.77069187,-2.3507469,28.437754,1,1,0,0
.21940726,.79102725,2.638582,28.76988,1,1,0,0
.26611227,.87812454,11.01066,27.513187,1,1,0,0
.30992734,.91072118,3.7120793,30.842716,1,1,0,0
.35102013,.84517694,-7.1969624,33.910908,1,1,0,0
.40527466,.88071907,4.2052875,36.168293,1,1,0,0
.43066323,.89160973,1.2365696,37.978313,1,1,0,0
.47475579,.9062804,1.645408,36.200314,1,1,0,0
.50272423,.87210447,-3.7710054,40.266079,1,1,0,0
.5028913,.81879514,-6.1127276,45.038116,1,1,0,0
.50676757,.89128602,8.8533592,50.037762,1,1,0,0
.45055223,.96318531,8.0669193,52.408939,1,1,0,0
.40341404,1.0419919,8.1818752,53.455833,1,1,0,0
.17625804,23.168554,3.3620865,31.98135,9,81,0,0
.19305865,23.657619,2.1108935,32.711277,9,81,0,0
.13102199,23.661432,.016120875,34.010288,9,81,0,0
.16530508,23.739208,.32870743,34.971119,9,81,0,0
.20811221,23.195959,-2.2884109,35.092739,9,81,0,0
.16711615,23.692629,2.1411915,37.036137,9,81,0,0
.12063558,24.131399,1.8519276,39.012207,9,81,0,0
.057265896,24.202738,.29562739,39.868919,9,81,0,0
.057079583,24.611097,1.6872433,43.123039,9,81,0,0
.028430484,25.522959,3.7050879,45.416454,9,81,0,0
.0565974,26.326174,3.1470232,46.249706,9,81,0,0
.042235143,27.310703,3.7397408,50.353851,9,81,0,0
.041947294,27.644323,1.2215731,50.652287,9,81,0,0
.041559409,27.690598,.16738825,51.123405,9,81,0,0
.045438666,27.821878,.47410023,50.590397,9,81,0,0
.049282935,28.412083,2.1213641,51.95068,9,81,0,0
.057047319,28.779308,1.2925013,52.984276,9,81,0,0
.064822383,29.237953,1.5936642,55.029373,9,81,0,0
.12104978,10.008556,25.983061,86.547676,-9,81,0,0
.088133425,10.327369,3.1853938,87.689232,-6,36,0,0
.13697833,10.356276,.27990758,86.195526,-4,16,0,0
.19439405,10.054514,1.1781825,95.065025,-4,16,0,0
.15783067,9.9921741,-.620013,90.676056,-4,16,0,0
.22001597,9.9601908,-1.97769,93.877808,-4,16,0,0
.19172305,9.8187933,-1.4196298,99.344139,-4,16,0,0
.22443549,9.6583519,-1.6340215,98.689102,-4,16,0,0
.23938435,9.4257174,-2.4086266,87.838387,-4,16,0,0
.26667818,8.504406,-9.7744474,106.615,-4,16,0,0
.28090465,8.176527,-3.8554077,95.192276,-4,16,0,0
.31208137,8.2867365,1.3478806,91.152992,-4,16,0,0
.30692029,8.5593729,3.2900355,86.676193,-4,16,0,0
.27117214,8.0739994,-5.670671,101.17908,-4,16,0,0
.30515251,7.8970008,-2.1921997,98.29789,-4,16,0,0
.29306558,7.746769,-1.9023967,94.376724,-4,16,0,0
.16041644,1.2240438,1.6111915,82.231865,-6,36,0,0
.11056901,1.2479277,1.9512113,75.010063,-5,25,0,0
.18686071,1.1995035,-3.8803518,80.172668,-5,25,0,0
.37605712,1.2525336,-2.8433504,80.497299,-5,25,0,0
.36452317,1.2143366,-3.0495775,95.610924,-5,25,0,0
.35370544,1.2813168,5.5157843,104.79813,-5,25,0,0
.34356561,1.3384941,4.4623775,123.35306,-5,25,0,0
.33406207,1.386219,3.5655706,111.46876,-5,25,0,0
.2517845,23.58075,3.2773371,38.552155,10,100,0,0
.12497813,24.599266,4.3192663,40.658772,10,100,0,0
.13643581,25.620634,4.1520362,42.971134,10,100,0,0
.16018532,25.970331,1.3648994,42.509674,10,100,0,0
.18401295,25.529072,-1.6990879,40.917522,10,100,0,0
.20822616,26.131981,2.3616481,43.072987,10,100,0,0
.13429046,26.536976,1.5498115,45.013382,10,100,0,0
.060922857,26.627359,.34059408,46.885693,10,100,0,0
.060940683,27.047091,1.5763124,50.678928,10,100,0,0
.060910985,27.626503,2.1422443,53.89426,10,100,0,0
.024327941,28.201145,2.0800283,56.575432,10,100,0,0
.024291595,29.05139,3.014935,61.342766,10,100,0,0
.024240073,29.258526,.71299523,63.305809,10,100,0,0
.060575955,29.050364,-.71145558,64.76709,10,100,0,0
.060594123,29.001617,-.16779828,67.295441,10,100,0,0
.060628548,29.314283,1.078094,72.352295,10,100,0,0
.060696959,29.547739,.79639322,76.745522,10,100,0,0
.060776707,30.496422,3.2106788,83.210098,10,100,0,0
.062389657,1.258502,.10421348,58.882469,-7,49,0,0
.084245317,1.2784125,.8006776,63.467609,-1,1,0,0
.052974645,1.2587135,-1.5408977,73.102875,-1,1,0,0
.068330243,1.2279776,-2.4418449,74.034882,-1,1,0,0
.084260404,1.2822338,4.4183459,77.584442,-1,1,0,0
.1130916,1.2792548,-.23234488,88.812874,2,4,0,0
.14971165,1.1362199,-11.181111,120.6845,2,4,0,0
.20528495,1.1944745,5.127059,116.80717,2,4,0,0
.24816956,1.1919516,-.21120429,127.92165,2,4,0,0
.31633282,1.3590789,14.021307,96.9692,2,4,0,0
.38787937,1.3511798,-.58120435,99.875305,6,36,0,0
.42135614,1.4235892,5.3589735,89.681709,6,36,0,0
.45337278,1.4439491,1.4301819,91.40696,6,36,0,0
.48812935,1.4994239,3.8418689,94.603119,8,64,0,0
.4563542,1.5300946,2.0455043,97.742325,8,64,0,0
.4710961,1.5494261,1.2634135,106.37276,8,64,0,0
.098415509,17.186605,3.1492214,35.565807,10,100,0,0
.19493178,17.022203,-.95656276,36.714405,10,100,0,0
.19286403,17.381702,2.1119413,37.308956,10,100,0,0
.19109498,17.307899,-.42459527,38.9832,10,100,0,0
.18951957,16.911554,-2.2899764,39.399014,10,100,0,0
.1867588,17.488621,1.9621825,41.832226,10,100,0,0
.092790201,17.910107,2.4100637,43.006054,10,100,0,0
.09132462,20.707457,4.3669353,61.490288,10,100,0,0
.091012105,21.487398,3.7664747,56.534203,10,100,0,0
.04535744,22.272671,3.6545756,52.601311,10,100,0,0
.045200806,23.543707,5.7067041,52.622517,10,100,0,0
.045028817,24.629169,4.6104188,55.937828,10,100,0,0
.044849243,25.46706,3.4020252,54.714104,10,100,0,0
.044669315,26.690804,4.8051977,55.902813,10,100,0,0
.10969305,4.8275118,.90043128,45.649841,3,9,0,.5
.2143375,4.8568649,.6080392,44.550789,3,9,0,.94999999
.20939851,4.8929348,.74265212,53.522896,3,9,0,.94999999
.2557396,4.9897475,1.9786299,55.004429,3,9,0,.2
.1666044,5.0317402,.84158128,55.390877,3,9,0,.2
.24425089,5.1261182,1.8756517,58.227375,3,9,0,.2
.19099614,5.2002726,1.4466002,56.066334,8,64,0,0
.18667167,5.2487898,.93297219,61.906586,8,64,0,0
.23449135,5.3099632,1.1654814,68.475479,8,64,0,0
.25602424,5.4414501,2.4762256,67.184296,8,64,0,0
.31507662,5.5301008,1.6291724,68.348251,8,64,0,0
.37099606,5.4870176,-.77906448,69.302086,8,64,0,0
.41355085,5.589859,1.8742615,67.657402,8,64,0,0
.46383756,5.6097975,.35669565,66.284653,8,64,0,0
.40323967,5.6537685,.7838257,68.866837,8,64,0,0
.37417758,5.7115521,1.02204,66.048698,8,64,0,0
.36521715,5.8943133,3.1998532,66.253647,8,64,0,0
.41437209,2.9760377,.37259731,64.356514,-7,49,0,0
.26564854,2.7743621,-6.7766604,72.458939,-7,49,0,0
.25485286,2.6866496,-3.1615322,66.957466,-5,25,0,0
.18339869,2.7213778,1.2926277,55.02412,-5,25,0,0
.28241503,2.7735555,1.9173186,59.138664,-5,25,0,0
.22758651,2.8268659,1.9221004,52.087399,-5,25,0,0
.1895881,2.8591831,1.1432143,49.006145,-1,1,0,0
.19425787,2.9319587,2.5453253,46.348534,-1,1,0,0
.21126807,3.0341997,3.4871213,45.359562,-1,1,0,0
.22369757,3.1993017,5.4413753,50.414078,-1,1,0,0
.24382429,3.2143445,.47018805,50.268345,-1,1,0,0
.25921494,3.2350445,.64398599,54.18211,-1,1,0,0
.27105957,3.4537141,6.7593989,55.447845,-1,1,0,0
.28009135,3.6150301,4.6708007,51.065319,-1,1,0,0
.29435849,3.6591446,1.2203039,45.65419,-1,1,0,0
.30361411,3.6579022,-.033946346,45.263439,-1,1,0,0
.2450624,3.6122191,-1.2488967,59.816658,-1,1,0,0
.2998338,3.6178281,.15528575,74.451714,-1,1,0,0
.14426553,.70308447,28.278967,54.118992,-6,36,0,0
.16310833,.7952497,5.3200455,46.058662,5,25,0,0
.23465346,.63973558,-29.022453,53.126259,0,0,0,0
.36151022,.62970871,-4.1369429,90.953568,5,25,0,0
.35045806,.62007821,-1.5293542,82.379936,5,25,0,0
.33978325,.61580288,-.68949044,79.952263,-1,1,0,0
.36253798,.60644096,-1.5202644,84.225647,-1,1,0,0
.35183057,.60239512,-.66714668,88.473114,6,36,0,0
.36061135,.59539008,-1.1628656,94.682648,6,36,0,0
.10528466,1.5529128,-14.010501,123.62999,-7,49,0,0
.14413805,1.5048614,-3.0942876,124.40953,-7,49,0,0
.10508804,1.9880257,32.106899,194.15373,-7,49,0,0
.21264115,2.1611216,8.7069349,211.83545,6,36,0,0
.18833849,2.2727809,5.1667256,196.3773,6,36,0,0
.37590063,2.0828989,-8.3546143,204.14088,6,36,0,0
.41004068,2.3411646,12.399335,182.09773,6,36,0,0
.43713197,2.5282435,7.9908605,180.60701,6,36,0,0
.4850567,2.6882176,6.3274755,177.237,6,36,0,0
.55436289,2.5786929,-4.0742564,178.48688,6,36,0,0
.6284591,2.4986482,-3.1040735,187.10884,6,36,0,0
.70756292,2.4566121,-1.6823614,192.64661,6,36,0,0
.65201974,2.4827354,1.0633916,192.70251,6,36,0,0
.65063483,2.4684827,-.57406873,188.41313,6,36,0,0
.59540564,2.477999,.38550779,181.21063,6,36,0,0
.54092646,2.4125705,-2.6403716,205.31494,6,36,0,0
.54122436,2.2949908,-4.8736324,210.26628,6,36,0,0
.54160315,2.760195,20.270418,184.53781,6,36,0,0
.058606252,1.8177838,-7.979856,22.497826,-6,36,0,0
.091896951,1.7996961,-.99504399,24.152645,7,49,0,0
.090099491,1.7458351,-2.9927797,25.337862,-7,49,0,0
.11929929,1.5939038,-8.7025013,18.682457,-7,49,0,0
.15482032,1.6189028,1.5684142,25.479055,-7,49,0,0
.20055076,1.5123203,-6.5836215,23.575047,7,49,0,0
.23345792,1.6522274,9.2511501,36.227459,7,49,0,0
.27952185,1.64727,-.30004367,39.220127,7,49,0,0
.31844047,1.6249844,-1.3528792,40.743942,7,49,0,0
.35062444,1.6446044,1.2073998,45.81551,7,49,0,0
.37645334,1.6408937,-.22563484,46.217251,2,4,0,0
.39105916,1.6551999,.87185329,47.606228,-2,4,0,0
.405242,1.6088827,-2.7982788,47.062748,-2,4,0,0
.39878783,1.5693625,-2.4563723,46.684998,-2,4,0,0
.3924804,1.544045,-1.6132424,48.524372,-2,4,0,0
.36182564,1.452969,-5.8985333,51.557262,0,0,0,0
.35128099,1.4731071,1.3859988,51.287563,3,9,0,0
.34049928,1.5234263,3.4158547,50.586964,5,25,0,0
.078634843,3.2643011,1.9526696,114.96629,6,36,0,0
.071033113,3.1637504,-3.0803106,113.67683,6,36,0,0
.12906252,3.0747771,-2.812274,115.68267,6,36,0,0
.14817126,3.1757822,3.2849612,117.06389,6,36,0,0
.21015786,3.1873074,.36290213,116.63307,6,36,0,0
.2899946,2.9624121,-7.0559583,116.90648,6,36,0,0
.36554855,3.044136,2.7586946,119.39878,6,36,0,0
.45259881,3.102762,1.9258635,119.61471,6,36,0,0
.47375163,3.1958077,2.9987986,112.70294,6,36,0,0
.54349601,3.1724174,-.73189658,115.91299,6,36,0,0
.60975134,2.9307394,-7.6181011,118.69139,7,49,0,0
.56255919,3.0617888,4.4715433,116.74938,7,49,0,0
.58176136,3.0633705,.051654499,118.20337,7,49,0,0
.51345986,3.0825229,.62521076,123.52634,7,49,0,0
.46625847,3.1361423,1.7394609,128.23854,7,49,0,0
.39716741,3.2546368,3.7783494,138.41632,7,49,0,0
.45099702,3.3679039,3.4801888,136.48889,7,49,0,0
.38209003,3.5307975,4.8366323,129.92564,7,49,0,0
.0048481324,3.9920592,-.27604714,46.63393,6,36,0,.30000001
.0047843666,4.1513495,3.9901795,54.810207,6,36,0,.19400001
.023605309,4.2433476,2.2160995,54.00296,6,36,0,.205
.051240448,4.3735747,3.0689721,50.362358,6,36,0,.112
.091917038,4.6087098,5.3762679,48.978985,6,36,0,.47799999
.088412121,4.6751113,1.4407831,56.837437,8,64,0,.73799998
.1322623,4.883966,4.467371,62.91832,8,64,0,.213
.19279346,5.0358543,3.1099391,65.685898,8,64,0,0
.08084181,7.1526294,1.0995309,50.414009,3,9,0,.035
.079497151,7.5459766,5.4993415,50.552742,3,9,0,0
.1538973,8.0488586,3.6478088,48.350208,3,9,0,.050000001
.21207668,8.0120277,-.45759588,50.157238,3,9,0,.115
.13423961,8.378911,4.579154,54.38303,3,9,0,0
.16894636,8.8326006,5.4146643,59.715569,3,9,0,0
.21711732,9.0288992,2.2224319,61.088863,-6,36,0,0
.25678366,9.4982796,5.1986375,60.723938,-6,36,0,.028000001
.30272719,9.9161873,4.3998365,60.50621,-6,36,0,.057
.12021832,36.755577,2.3329043,151.55225,10,100,0,0
.11734959,38.659306,5.1794152,151.44321,10,100,0,0
.11451624,40.373821,4.4349432,149.66737,10,100,0,0
.42918456,16.201714,-1.8012959,62.895821,9,81,0,.336
.20206103,17.154617,5.8815017,60.805847,9,81,0,.197
.19519812,18.293634,6.6397042,57.805859,9,81,0,.163
.19007793,18.876551,3.1864464,59.620052,9,81,0,.197
.18521948,18.939583,.33390921,64.606842,9,81,0,.31099999
.18034266,19.636133,3.6777604,67.124886,9,81,0,.15099999
.17568517,20.368813,3.7312818,68.56498,9,81,0,.17399999
.17135024,20.973009,2.966279,68.830994,9,81,0,.079999998
.16747613,20.926226,-.22305974,71.445946,9,81,0,.1
.15530361,22.355743,5.6152506,86.397133,10,100,0,.65799999
.152207,21.646648,-3.1718717,80.394493,10,100,0,1.451
.14948353,20.856455,-3.650419,80.835922,10,100,0,.38999999
.14686444,20.829813,-.12773791,81.861443,10,100,0,.76700002
.14429806,21.470562,3.0761125,89.475174,10,100,0,.92699999
.14176957,22.327139,3.9895382,87.740837,10,100,0,.23999999
.27854764,23.091257,3.4223826,87.144531,10,100,0,1.9859999
.33057705,22.679672,3.632941,40.187141,10,100,0,0
.39201072,23.1686,2.155793,42.576603,10,100,0,0
.44015905,23.504837,1.4512651,41.998402,10,100,0,0
.48387596,23.590525,.36455938,44.672779,10,100,0,0
.52775413,23.316212,-1.1628195,44.260719,10,100,0,0
.52774072,23.872921,2.3876579,46.87941,10,100,0,0
.52758569,24.728098,3.5821993,50.113968,10,100,0,0
.21531343,24.837578,.44273823,49.558704,10,100,0,0
.14496331,25.305256,1.8829397,51.400974,10,100,0,0
.12297627,25.667088,1.4298686,52.916313,10,100,0,0
.1316977,26.20612,2.10009,52.049141,10,100,0,0
.13601096,27.141657,3.5699167,53.856304,10,100,0,0
.12684272,27.555035,1.5230459,53.009804,10,100,0,0
.091138475,27.653801,.35842556,51.496475,10,100,0,0
.064460352,27.567623,-.31162789,51.168495,10,100,0,0
.068251178,27.874323,1.1125349,52.063667,10,100,0,0
.072105393,27.794857,-.28508288,52.17749,10,100,0,0
.080000408,28.410671,2.2155666,53.453701,10,100,0,0
.13947001,7.2711825,6.4540257,103.59728,10,100,0,0
.10390508,7.6600695,5.3483295,107.21761,10,100,0,0
.16508164,7.6552267,-.063217521,109.60019,10,100,0,0
.13655472,8.4006882,9.7379379,129.19881,10,100,0,0
.2903598,8.4607687,.7151885,114.0113,9,81,0,0
.22401434,8.4027834,-.68534333,122.08554,9,81,0,0
.19920926,8.3180399,-1.0085211,112.49218,9,81,0,0
.35874754,8.2778664,-.48296908,99.382423,9,81,0,0
.32593077,8.1268005,-1.824932,91.220993,9,81,0,0
.29881287,7.9228468,-2.5096495,90.871231,9,81,0,0
.2758511,7.8847432,-.48092774,91.586441,9,81,0,0
.32906425,7.8767138,-.10183568,97.979881,9,81,0,0
.30563572,7.92275,.5844596,94.044167,9,81,0,0
.35546076,7.9611382,.48453125,91.971062,9,81,0,0
.37906069,8.0389786,.97776121,99.396553,9,81,0,0
.37730154,8.0445452,.069240175,103.25331,9,81,0,0
.35203335,8.1082869,.79236263,101.95157,9,81,0,0
.35036251,8.3030205,2.4016509,99.953514,9,81,0,0
.13437609,7.0737877,5.1272769,102.34747,-4,16,0,0
.1346049,7.6410542,8.0192776,121.03789,-4,16,0,0
.067299731,8.5081482,11.347836,107.43826,-4,16,0,0
.13414717,9.0696735,6.5998535,116.42282,-6,36,0,0
.13321789,10.722139,18.219688,98.304871,-6,36,0,0
.13203935,11.916167,11.136091,99.49939,-6,36,0,0
.32662445,12.768412,7.1520076,97.399864,-6,36,0,0
.3229098,14.174279,11.010503,95.366219,-6,36,0,0
.19442013,3.774621,4.2093177,94.313843,-3,9,0,0
.19260031,3.6477158,-3.3620632,95.084007,3,9,0,0
.38205853,3.528137,-3.2781835,126.57853,4,16,0,0
.38285059,1.7254853,4.479569,77.118126,-7,49,0,0
.37625435,1.7773865,3.0079272,62.284122,-7,49,0,0
.18510216,1.787747,.58290505,60.464184,-7,49,0,0
.18224142,1.8541538,3.7145467,60.963917,-7,49,0,0
.17941947,1.8868786,1.7649503,56.759697,-7,49,0,0
.17655648,1.9466289,3.1666183,57.252716,-7,49,0,0
.17362915,2.0327673,4.424993,58.030769,-7,49,0,0
.085325822,2.1616805,6.3417592,60.488369,-7,49,0,0
.0855432,8.7667332,7.9816408,97.040993,8,64,0,0
.071674049,9.376194,6.9519773,96.012833,8,64,0,0
.12353658,10.044097,7.1233826,98.689819,8,64,0,0
.10867203,10.908687,8.6079407,103.70196,8,64,0,0
.27317056,12.118374,11.089211,110.08237,8,64,0,0
.27459252,13.522512,11.586864,113.01288,8,64,0,0
.67242187,7.8247027,-43.388111,125.48624,0,0,0,7.1500001
.32749432,6.2678599,-19.896513,123.73969,,,0,7.1500001
.31661728,7.4539056,18.922667,130.54692,,,0,0
.30516273,6.1552582,-17.422375,81.818077,,,0,0
.29482061,6.3365679,2.9455993,84.538826,,,0,0
.28647193,6.7494526,6.5159035,85.761627,,,0,0
.28016666,7.2186832,6.9521289,87.027306,,,0,0
.27539864,7.3894424,2.3655214,76.495926,,,0,0
